dataset,fpr,tpr,threshold,auc
BIPIA,0.065,0.07833333333333334,-0.4827890396118164,0.5383586805555555
BIPIA,0.065,0.07916666666666666,-0.48145902156829834,0.5383586805555555
BIPIA,0.06583333333333333,0.07916666666666666,-0.47587960958480835,0.5383586805555555
BIPIA,0.06583333333333333,0.08,-0.47564178705215454,0.5383586805555555
BIPIA,0.06666666666666667,0.08083333333333333,-0.473673939704895,0.5383586805555555
BIPIA,0.0675,0.08083333333333333,-0.472057044506073,0.5383586805555555
BIPIA,0.06833333333333333,0.08083333333333333,-0.4702962636947632,0.5383586805555555
BIPIA,0.06916666666666667,0.08083333333333333,-0.4698735475540161,0.5383586805555555
BIPIA,0.07,0.08083333333333333,-0.46763932704925537,0.5383586805555555
BIPIA,0.07,0.08166666666666667,-0.4668671488761902,0.5383586805555555
BIPIA,0.07083333333333333,0.0825,-0.46648722887039185,0.5383586805555555
BIPIA,0.07166666666666667,0.08333333333333333,-0.4663543105125427,0.5383586805555555
BIPIA,0.07166666666666667,0.08416666666666667,-0.465900719165802,0.5383586805555555
BIPIA,0.0725,0.08416666666666667,-0.46541744470596313,0.5383586805555555
BIPIA,0.0725,0.085,-0.4649784564971924,0.5383586805555555
BIPIA,0.0725,0.08583333333333333,-0.46111416816711426,0.5383586805555555
BIPIA,0.07333333333333333,0.08583333333333333,-0.4586227536201477,0.5383586805555555
BIPIA,0.07333333333333333,0.08666666666666667,-0.4573281407356262,0.5383586805555555
BIPIA,0.07333333333333333,0.0875,-0.4571307301521301,0.5383586805555555
BIPIA,0.07333333333333333,0.08833333333333333,-0.45372116565704346,0.5383586805555555
BIPIA,0.07333333333333333,0.08916666666666667,-0.45312565565109253,0.5383586805555555
BIPIA,0.07333333333333333,0.09,-0.4520782232284546,0.5383586805555555
BIPIA,0.07416666666666667,0.09083333333333334,-0.44915127754211426,0.5383586805555555
BIPIA,0.07416666666666667,0.09166666666666666,-0.44757896661758423,0.5383586805555555
BIPIA,0.07416666666666667,0.0925,-0.4465980529785156,0.5383586805555555
BIPIA,0.075,0.0925,-0.4424208998680115,0.5383586805555555
BIPIA,0.075,0.09333333333333334,-0.44106507301330566,0.5383586805555555
BIPIA,0.075,0.09416666666666666,-0.43993741273880005,0.5383586805555555
BIPIA,0.075,0.095,-0.4397108256816864,0.5383586805555555
BIPIA,0.07583333333333334,0.09583333333333334,-0.4384639263153076,0.5383586805555555
BIPIA,0.07583333333333334,0.09666666666666666,-0.437743604183197,0.5383586805555555
BIPIA,0.07583333333333334,0.0975,-0.4377404451370239,0.5383586805555555
BIPIA,0.07583333333333334,0.09833333333333333,-0.43684121966362,0.5383586805555555
BIPIA,0.07666666666666666,0.09833333333333333,-0.4368155598640442,0.5383586805555555
BIPIA,0.0775,0.09916666666666667,-0.4365299344062805,0.5383586805555555
BIPIA,0.0775,0.1,-0.4360586702823639,0.5383586805555555
BIPIA,0.0775,0.10083333333333333,-0.4355509579181671,0.5383586805555555
BIPIA,0.0775,0.10166666666666667,-0.4342726171016693,0.5383586805555555
BIPIA,0.07833333333333334,0.1025,-0.43336939811706543,0.5383586805555555
BIPIA,0.07916666666666666,0.1025,-0.4333159327507019,0.5383586805555555
BIPIA,0.08,0.1025,-0.4330376386642456,0.5383586805555555
BIPIA,0.08083333333333333,0.1025,-0.43179070949554443,0.5383586805555555
BIPIA,0.08083333333333333,0.10333333333333333,-0.42953163385391235,0.5383586805555555
BIPIA,0.08166666666666667,0.10333333333333333,-0.42900756001472473,0.5383586805555555
BIPIA,0.08166666666666667,0.10416666666666667,-0.42825573682785034,0.5383586805555555
BIPIA,0.0825,0.105,-0.427107572555542,0.5383586805555555
BIPIA,0.08333333333333333,0.105,-0.4269777238368988,0.5383586805555555
BIPIA,0.08333333333333333,0.10583333333333333,-0.42669063806533813,0.5383586805555555
BIPIA,0.08416666666666667,0.10583333333333333,-0.42607372999191284,0.5383586805555555
BIPIA,0.085,0.10583333333333333,-0.42470842599868774,0.5383586805555555
BIPIA,0.08583333333333333,0.10666666666666667,-0.4238675832748413,0.5383586805555555
BIPIA,0.08583333333333333,0.1075,-0.4236273169517517,0.5383586805555555
BIPIA,0.08666666666666667,0.1075,-0.42233550548553467,0.5383586805555555
BIPIA,0.08666666666666667,0.10833333333333334,-0.4216965138912201,0.5383586805555555
BIPIA,0.0875,0.10833333333333334,-0.4180352985858917,0.5383586805555555
BIPIA,0.08833333333333333,0.10916666666666666,-0.4177647531032562,0.5383586805555555
BIPIA,0.08916666666666667,0.10916666666666666,-0.41733023524284363,0.5383586805555555
BIPIA,0.08916666666666667,0.11,-0.41721007227897644,0.5383586805555555
